[2, 25, 44, 18, 60, 9, 38, 51, 49, 62, 28, 17, 7, 41, 33, 8, 6, 42, 52, 39, 15, 30, 22, 61, 53, 23, 1, 26, 14, 43, 35, 63, 54, 21, 11, 37, 3, 46, 58, 27, 34, 50, 47, 24, 10, 4, 19, 56, 12, 59, 5, 45, 16, 32, 48, 29, 57, 40, 55, 36, 31, 13, 20, 0]
[34, 3, 24, 48, 44, 21, 13, 56, 29, 55, 60, 23, 12, 36, 42, 6, 51, 8, 62, 26, 47, 16, 2, 38, 53, 25, 45, 57, 18, 9, 0, 32, 15, 50, 4, 31, 63, 22, 35, 46, 37, 5, 43, 10, 17, 61, 30, 54, 39, 41, 7, 28, 14, 52, 59, 19, 33, 1, 40, 11, 58, 27, 20, 49]
[34, 3, 24, 48, 45, 21, 13, 56, 29, 55, 60, 23, 12, 36, 42, 6, 47, 8, 63, 26, 38, 16, 2, 54, 53, 25, 41, 57, 18, 9, 0, 32, 15, 50, 4, 31, 62, 22, 35, 46, 37, 5, 19, 10, 49, 61, 30, 44, 39, 43, 7, 28, 14, 52, 59, 17, 33, 1, 40, 11, 58, 27, 20, 51]
[18, 4, 28, 41, 51, 14, 33, 63, 56, 52, 29, 21, 42, 36, 10, 5, 57, 8, 30, 48, 38, 16, 2, 44, 60, 26, 22, 50, 43, 9, 0, 32, 46, 39, 25, 62, 19, 49, 15, 7, 23, 6, 47, 24, 11, 37, 53, 61, 54, 58, 27, 34, 45, 3, 13, 17, 35, 1, 40, 12, 59, 31, 20, 55]
[18, 4, 28, 41, 55, 14, 33, 63, 56, 52, 29, 21, 42, 36, 10, 5, 57, 8, 30, 48, 38, 16, 2, 44, 60, 26, 22, 50, 43, 9, 0, 32, 46, 39, 25, 62, 19, 49, 15, 7, 23, 6, 47, 24, 11, 37, 53, 61, 54, 58, 27, 34, 45, 3, 13, 17, 35, 1, 40, 12, 59, 31, 20, 51]
[18, 4, 28, 41, 55, 14, 33, 63, 56, 52, 29, 21, 42, 36, 10, 7, 57, 8, 30, 48, 38, 16, 2, 44, 60, 26, 22, 50, 43, 9, 0, 32, 46, 39, 25, 62, 19, 49, 15, 5, 23, 6, 47, 24, 11, 37, 53, 61, 54, 58, 27, 34, 45, 3, 13, 17, 35, 1, 40, 12, 59, 31, 20, 51]
[18, 4, 28, 41, 55, 14, 33, 63, 56, 52, 29, 21, 42, 36, 10, 5, 57, 8, 30, 48, 38, 16, 2, 44, 60, 26, 22, 50, 43, 9, 0, 32, 46, 39, 25, 62, 19, 49, 11, 7, 23, 6, 47, 24, 15, 37, 53, 61, 54, 58, 27, 34, 45, 3, 13, 17, 35, 1, 40, 12, 59, 31, 20, 51]
[18, 4, 28, 41, 55, 14, 33, 63, 56, 52, 29, 21, 42, 36, 10, 7, 57, 8, 30, 48, 38, 16, 2, 44, 60, 26, 22, 50, 43, 9, 0, 32, 46, 39, 25, 62, 19, 49, 11, 5, 23, 6, 47, 24, 15, 37, 53, 61, 54, 58, 27, 34, 45, 3, 13, 17, 35, 1, 40, 12, 59, 31, 20, 51]
[18, 4, 28, 41, 55, 14, 33, 63, 56, 52, 29, 21, 42, 36, 10, 5, 57, 8, 27, 48, 38, 16, 2, 44, 60, 26, 22, 50, 43, 9, 0, 32, 46, 39, 25, 62, 19, 49, 11, 7, 23, 6, 47, 24, 15, 37, 53, 61, 54, 58, 30, 34, 45, 3, 13, 17, 35, 1, 40, 12, 59, 31, 20, 51]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 29, 60, 18, 41, 4, 39, 14, 44, 8, 54, 37, 28, 16, 2, 57, 21, 59, 27, 53, 47, 9, 0, 32, 19, 6, 48, 63, 10, 31, 38, 46, 15, 23, 43, 61, 7, 34, 55, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 62, 25, 20, 52]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 29, 60, 18, 41, 4, 39, 14, 44, 8, 54, 37, 28, 16, 2, 57, 21, 59, 27, 53, 47, 9, 0, 32, 19, 6, 48, 61, 10, 31, 38, 46, 15, 23, 43, 55, 7, 34, 63, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 62, 25, 20, 52]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 28, 60, 18, 41, 4, 39, 14, 44, 8, 54, 37, 29, 16, 2, 57, 21, 59, 27, 53, 47, 9, 0, 32, 19, 6, 48, 61, 10, 31, 38, 46, 15, 23, 43, 55, 7, 34, 63, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 62, 25, 20, 52]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 29, 61, 18, 41, 4, 39, 14, 44, 8, 54, 37, 28, 16, 2, 57, 21, 59, 27, 53, 47, 9, 0, 32, 19, 6, 48, 63, 10, 31, 38, 46, 15, 23, 43, 55, 7, 34, 62, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 60, 25, 20, 52]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 28, 61, 18, 41, 4, 39, 14, 44, 8, 54, 37, 29, 16, 2, 57, 21, 59, 27, 53, 47, 9, 0, 32, 19, 6, 48, 63, 10, 31, 38, 46, 15, 23, 43, 55, 7, 34, 62, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 60, 25, 20, 52]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 29, 61, 18, 41, 4, 39, 14, 44, 8, 54, 37, 28, 16, 2, 57, 21, 59, 27, 53, 46, 9, 0, 32, 19, 6, 48, 63, 10, 31, 38, 47, 15, 23, 43, 55, 7, 34, 62, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 60, 25, 20, 52]
[51, 30, 42, 17, 11, 56, 36, 3, 49, 28, 61, 18, 41, 4, 39, 14, 44, 8, 54, 37, 29, 16, 2, 57, 21, 59, 27, 53, 46, 9, 0, 32, 19, 6, 48, 63, 10, 31, 38, 47, 15, 23, 43, 55, 7, 34, 62, 24, 5, 13, 45, 26, 58, 35, 50, 22, 33, 1, 40, 12, 60, 25, 20, 52]
[35, 25, 57, 12, 40, 22, 5, 52, 27, 53, 60, 23, 33, 14, 44, 6, 30, 8, 38, 42, 56, 16, 2, 54, 26, 43, 61, 50, 21, 9, 0, 32, 55, 28, 10, 17, 47, 63, 7, 34, 62, 29, 37, 46, 18, 3, 15, 49, 31, 4, 19, 48, 58, 39, 45, 11, 36, 1, 41, 13, 59, 24, 20, 51]
[36, 10, 58, 6, 23, 24, 40, 48, 25, 63, 52, 18, 43, 12, 4, 37, 56, 8, 51, 42, 28, 16, 2, 33, 53, 62, 31, 22, 47, 9, 0, 32, 5, 49, 35, 14, 21, 46, 61, 27, 44, 54, 59, 7, 38, 17, 26, 11, 30, 39, 13, 3, 45, 19, 50, 60, 34, 1, 41, 15, 57, 29, 20, 55]
